vote_event_id	is_eu
50279	1
50287	1
50289	1
50299	1
50301	1
50330	1
50425	1
50455	1
50457	1
50469	1
50478	1
50510	1
50525	1
50661	1
50686	1
50895	1
50903	1
50972	1
50974	1
51024	1
51623	1
51646	1
51734	1
51851	1
51854	1
51856	1
51858	1
51976	1
51978	1
51990	1
52041	1
52051	1
52065	1
52079	1
52119	1
52147	1
52186	1
52211	1
52217	1
52319	1
52328	1
52329	1
52486	1
52512	1
52728	1
52736	1
52737	1
52741	1
52900	1
52901	1
53047	1
53094	1
53113	1
53151	1
53184	1
53385	1
53554	1
53636	1
53646	1
53652	1
53848	1
53857	1
53931	1
53941	1
53947	1
53966	1
53971	1
53979	1
54086	1
54157	1
54167	1
54174	1
54176	1
54181	1
54187	1
54209	1
54225	1
54261	1
54278	1
54288	1
54294	1
54449	1
54458	1
54464	1
54472	1
54475	1
54491	1
54506	1
54526	1
54534	1
54907	1
54908	1
54909	1
54912	1
54913	1
54914	1
54915	1
54938	1
54941	1
54977	1
54980	1
54994	1
55089	1
55104	1
55141	1
55147	1
55149	1
55151	1
55301	1
55357	1
55358	1
55360	1
55362	1
55364	1
55366	1
55382	1
55393	1
55396	1
55424	1
55515	1
55516	1
55520	1
55533	1
55545	1
55551	1
55616	1
55625	1
55749	1
55756	1
55778	1
55815	1
55816	1
55818	1
55855	1
55859	1
55873	1
55875	1
55888	1
55891	1
55901	1
56146	1
56231	1
56382	1
56399	1
56400	1
56459	1
56578	1
56596	1
56604	1
56647	1
56792	1
56797	1
56798	1
56955	1
56962	1
57094	1
57146	1
57155	1
57167	1
57170	1
57325	1
57384	1
57386	1
57390	1
57392	1
57482	1
57505	1
57511	1
57645	1
57647	1
57649	1
57653	1
57711	1
57749	1
57838	1
57848	1
57850	1
57851	1
57853	1
57856	1
57877	1
58005	1
58078	1
58094	1
58115	1
58117	1
58118	1
58122	1
58167	1
58194	1
58199	1
58215	1
58227	1
58281	1
58586	1
58677	1
58685	1
58689	1
58700	1
58835	1
58866	1
59000	1
59025	1
59034	1
59036	1
59039	1
59124	1
59281	1
59282	1
59292	1
59301	1
59303	1
59312	1
59377	1
59389	1
59412	1
59479	1
59481	1
59564	1
59619	1
59624	1
59651	1
59653	1
59664	1
59665	1
59669	1
59671	1
59698	1
59759	1
59773	1
59775	1
59789	1
59792	1
60025	1
60033	1
60112	1
60149	1
60152	1
60153	1
60156	1
60295	1
60320	1
